EmployeeID,Year,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,retirementType,resignationReason,Attrition
3617,2015,25,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Single,36220,1,25,0,2,0,2,2,1,4,2,2,3,Not Applicable,Not Applicable,0
3618,2015,32,Travel_Rarely,Research & Development,10,4,Other,1,Married,42330,1,11,0,10,5,10,0,8,3,4,4,3,Not Applicable,Not Applicable,0
3619,2015,45,Travel_Frequently,Research & Development,19,3,Medical,3,Single,36810,3,17,1,22,2,0,0,0,2,2,3,3,Not Applicable,Not Applicable,0
3620,2015,39,Travel_Rarely,Sales,29,1,Marketing,1,Divorced,54600,6,13,2,21,3,19,15,2,3,2,3,3,Not Applicable,Not Applicable,0
3621,2015,58,Travel_Rarely,Research & Development,27,3,Other,2,Divorced,21870,1,18,1,2,1,2,2,2,1,3,3,1,Not Applicable,Not Applicable,0
3622,2015,32,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Married,96020,1,13,1,10,3,10,1,1,4,3,3,3,Resignation,Salary,1
3623,2015,39,Travel_Rarely,Research & Development,18,2,Life Sciences,2,Single,28360,0,20,0,6,3,5,0,3,3,1,3,2,Resignation,Others,1
3624,2015,30,Travel_Rarely,Sales,9,1,Marketing,4,Married,40890,0,18,0,10,2,9,6,7,1,4,3,4,Not Applicable,Not Applicable,0
3625,2015,36,Travel_Rarely,Sales,1,3,Marketing,2,Married,166270,3,12,0,10,5,7,1,7,4,3,3,2,Not Applicable,Not Applicable,0
3626,2015,46,Travel_Rarely,Sales,4,3,Medical,1,Single,26190,6,12,1,10,3,7,5,7,4,1,4,2,Not Applicable,Not Applicable,0
3627,2015,28,Non-Travel,Research & Development,1,3,Medical,5,Married,56790,0,13,0,10,2,9,7,5,3,4,3,2,Not Applicable,Not Applicable,0
3628,2015,50,Travel_Rarely,Research & Development,20,2,Medical,5,Married,154020,4,21,0,25,3,3,1,2,4,1,3,2,Not Applicable,Not Applicable,0
3629,2015,40,Travel_Rarely,Sales,8,1,Other,1,Single,59850,2,13,3,9,1,5,1,0,4,2,3,2,Resignation,Salary,1
3630,2015,52,Travel_Rarely,Research & Development,3,2,Technical Degree,3,Single,25790,9,19,1,10,1,8,7,7,2,2,2,3,Resignation,Others,1
3631,2015,30,Travel_Rarely,Research & Development,6,4,Medical,1,Married,30410,1,11,1,9,2,9,0,8,2,1,3,2,Not Applicable,Not Applicable,0
3632,2015,39,Travel_Rarely,Research & Development,26,1,Medical,2,Single,34470,0,14,0,9,5,8,1,7,1,3,3,3,Not Applicable,Not Applicable,0
3633,2015,31,Non-Travel,Research & Development,1,2,Medical,1,Divorced,195130,1,12,1,10,1,10,9,6,4,3,2,2,Not Applicable,Not Applicable,0
3634,2015,41,Non-Travel,Sales,6,3,Life Sciences,1,Single,27730,1,11,0,19,3,19,11,9,3,2,3,3,Not Applicable,Not Applicable,0
3635,2015,31,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Single,71040,1,14,1,3,3,3,2,2,4,2,4,3,Resignation,Others,1
3636,2015,44,Travel_Rarely,Sales,5,3,Life Sciences,1,Married,63220,4,11,1,10,2,3,1,2,1,1,4,3,Resignation,Others,1
3637,2015,42,Non-Travel,Research & Development,4,3,Life Sciences,2,Married,20830,0,12,2,21,3,20,2,10,3,3,2,2,Not Applicable,Not Applicable,0
3638,2015,55,Travel_Rarely,Sales,11,3,Technical Degree,2,Married,83810,4,15,1,23,3,19,9,11,4,3,3,3,Not Applicable,Not Applicable,0
3639,2015,56,Travel_Rarely,Sales,3,2,Medical,3,Single,26910,6,16,1,36,6,7,7,7,4,2,3,3,Not Applicable,Not Applicable,0
3640,2015,40,Non-Travel,Research & Development,1,1,Life Sciences,1,Divorced,42860,9,15,0,6,6,4,0,0,3,3,3,3,Not Applicable,Not Applicable,0
3641,2015,34,Travel_Rarely,Research & Development,3,2,Technical Degree,2,Divorced,26590,0,24,3,10,2,9,1,6,4,4,2,3,Not Applicable,Not Applicable,0
3642,2015,40,Travel_Rarely,Sales,4,3,Medical,2,Single,94340,1,13,1,9,3,9,8,8,3,4,3,2,Not Applicable,Not Applicable,0
3643,2015,41,Travel_Frequently,Sales,1,4,Other,2,Divorced,55610,0,11,0,10,2,9,1,7,3,1,3,2,Not Applicable,Not Applicable,0
3644,2015,35,Travel_Frequently,Sales,1,2,Technical Degree,2,Single,66460,1,13,1,9,2,9,1,1,3,3,3,2,Not Applicable,Not Applicable,0
3645,2015,51,Travel_Rarely,Sales,18,2,Life Sciences,4,Divorced,77250,1,13,1,33,2,33,0,10,3,2,3,3,Not Applicable,Not Applicable,0
3646,2015,38,Travel_Rarely,Sales,2,4,Life Sciences,1,Divorced,107250,3,18,0,11,5,7,1,7,2,1,3,2,Not Applicable,Not Applicable,0
3647,2015,34,Travel_Rarely,Sales,4,3,Life Sciences,2,Single,88470,1,16,0,10,3,10,9,6,3,1,4,4,Not Applicable,Not Applicable,0
3648,2015,25,Travel_Rarely,Research & Development,6,2,Medical,4,Married,20450,3,19,0,7,3,3,1,2,4,4,2,3,Not Applicable,Not Applicable,0
3649,2015,58,Travel_Rarely,Sales,1,4,Technical Degree,2,Married,10090,7,13,2,31,3,10,5,9,3,1,2,4,Resignation,Others,1
3650,2015,40,Travel_Rarely,Research & Development,14,4,Medical,1,Married,33480,3,22,0,7,2,4,0,3,2,2,3,1,Not Applicable,Not Applicable,0
3651,2015,36,Travel_Frequently,Sales,16,2,Life Sciences,1,Married,12810,2,11,0,17,2,15,6,13,1,1,2,3,Not Applicable,Not Applicable,0
3652,2015,48,Travel_Rarely,Research & Development,2,1,Life Sciences,2,Single,28190,1,20,0,11,2,10,0,8,4,4,3,2,Not Applicable,Not Applicable,0
3653,2015,27,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Married,48510,8,18,0,5,2,1,0,0,3,4,3,3,Not Applicable,Not Applicable,0
3654,2015,51,Travel_Rarely,Research & Development,4,1,Medical,3,Single,40280,3,14,0,29,3,5,0,3,4,2,2,3,Not Applicable,Not Applicable,0
3655,2015,18,Non-Travel,Research & Development,1,4,Medical,2,Single,27200,1,22,1,0,2,0,0,0,4,4,3,3,Not Applicable,Not Applicable,0
3656,2015,35,Travel_Rarely,Research & Development,1,4,Other,2,Married,81200,0,13,0,10,2,9,0,0,4,4,3,2,Not Applicable,Not Applicable,0
3657,2015,27,Travel_Frequently,Research & Development,26,4,Medical,1,Single,46470,3,17,0,8,3,6,0,0,4,4,3,4,Not Applicable,Not Applicable,0
3658,2015,55,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Single,46800,6,14,3,24,0,19,3,8,1,3,2,4,Resignation,Others,1
3659,2015,56,Travel_Rarely,Research & Development,24,4,Life Sciences,2,Married,32210,4,15,2,33,2,19,15,9,4,2,3,3,Not Applicable,Not Applicable,0
3660,2015,34,Non-Travel,Sales,1,2,Life Sciences,2,Divorced,86210,1,17,1,5,1,5,0,0,1,3,3,3,Not Applicable,Not Applicable,0
3661,2015,40,Travel_Rarely,Research & Development,3,3,Life Sciences,2,Divorced,45770,5,11,1,15,3,12,11,8,2,3,3,2,Not Applicable,Not Applicable,0
3662,2015,34,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Married,45530,4,18,1,10,2,8,7,7,2,3,3,4,Not Applicable,Not Applicable,0
3663,2015,31,Travel_Frequently,Research & Development,2,2,Medical,2,Single,53960,7,17,1,3,2,1,0,0,3,4,4,1,Resignation,Others,1
3664,2015,35,Travel_Frequently,Research & Development,1,2,Medical,1,Married,67960,0,13,0,5,2,4,3,2,4,3,2,3,Resignation,Others,1
3665,2015,38,Travel_Frequently,Research & Development,7,3,Medical,2,Divorced,76250,1,15,0,4,2,4,0,3,4,3,3,2,Not Applicable,Not Applicable,0
3666,2015,34,Travel_Rarely,Research & Development,10,4,Other,2,Single,74120,1,24,0,14,4,14,4,11,3,4,4,3,Not Applicable,Not Applicable,0
3667,2015,28,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Married,111590,1,12,0,5,2,5,0,4,3,1,3,3,Not Applicable,Not Applicable,0
3668,2015,31,Travel_Rarely,Research & Development,15,2,Life Sciences,2,Married,49600,1,15,0,10,3,10,6,7,4,3,2,2,Resignation,Salary,1
3669,2015,39,Travel_Rarely,Research & Development,17,4,Technical Degree,2,Married,104750,3,11,1,8,3,5,1,4,1,4,4,3,Not Applicable,Not Applicable,0
3670,2015,51,Travel_Frequently,Research & Development,20,3,Medical,2,Married,148140,2,11,1,14,2,4,3,2,2,2,3,2,Not Applicable,Not Applicable,0
3671,2015,41,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Divorced,191410,3,12,1,12,2,6,3,3,4,4,2,3,Not Applicable,Not Applicable,0
3672,2015,37,Travel_Rarely,Research & Development,2,2,Medical,1,Married,54050,7,15,0,8,3,6,1,3,3,3,3,4,Not Applicable,Not Applicable,0
3673,2015,33,Travel_Frequently,Research & Development,2,3,Medical,1,Married,87930,6,17,0,8,2,5,1,2,2,4,4,3,Not Applicable,Not Applicable,0
3674,2015,32,Travel_Rarely,Research & Development,1,4,Medical,5,Married,191890,0,12,1,4,3,3,1,2,3,2,2,3,Not Applicable,Not Applicable,0
3675,2015,39,Non-Travel,Research & Development,29,2,Life Sciences,2,Married,38750,3,15,0,13,3,6,0,5,3,3,3,3,Not Applicable,Not Applicable,0
3676,2015,25,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Married,22160,2,13,3,6,2,3,1,2,1,3,2,2,Not Applicable,Not Applicable,0
3677,2015,52,Travel_Frequently,Research & Development,2,1,Life Sciences,2,Married,117130,2,14,0,24,2,5,0,2,4,3,2,3,Not Applicable,Not Applicable,0
3678,2015,43,Travel_Rarely,Research & Development,2,2,Medical,1,Single,78610,1,14,2,20,1,20,1,8,1,3,1,3,Not Applicable,Not Applicable,0
3679,2015,27,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Married,37080,1,16,2,6,2,6,4,4,4,4,3,3,Not Applicable,Not Applicable,0
3680,2015,27,Travel_Rarely,Research & Development,2,5,Life Sciences,1,Single,137700,1,18,1,8,3,8,7,7,4,3,3,4,Resignation,Others,1
3681,2015,26,Travel_Rarely,Research & Development,2,2,Other,3,Single,53040,0,20,1,5,2,4,1,1,1,4,3,3,Not Applicable,Not Applicable,0
3682,2015,42,Travel_Rarely,Sales,23,3,Marketing,3,Married,26420,0,13,1,21,3,20,0,9,3,1,3,3,Not Applicable,Not Applicable,0
3683,2015,52,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Married,27590,9,18,1,12,6,5,0,4,3,1,1,3,Not Applicable,Not Applicable,0
3684,2015,37,Travel_Rarely,Research & Development,20,5,Life Sciences,2,Single,68040,4,13,1,8,1,3,0,2,1,3,3,3,Not Applicable,Not Applicable,0
3685,2015,35,Travel_Frequently,Research & Development,6,4,Medical,2,Single,61420,2,15,1,10,2,2,2,2,3,4,3,3,Not Applicable,Not Applicable,0
3686,2015,25,Travel_Rarely,Research & Development,1,4,Medical,2,Married,25000,4,14,2,7,2,3,0,2,1,4,2,1,Not Applicable,Not Applicable,0
3687,2015,26,Travel_Rarely,Research & Development,29,4,Life Sciences,1,Single,63890,0,22,0,8,2,7,0,7,3,1,3,2,Not Applicable,Not Applicable,0
3688,2015,29,Travel_Rarely,Sales,9,3,Life Sciences,1,Single,111030,1,12,0,10,5,10,0,9,2,1,2,2,Not Applicable,Not Applicable,0
3689,2015,49,Travel_Frequently,Sales,6,5,Medical,2,Single,23420,3,18,0,20,2,4,1,3,1,1,3,3,Resignation,Others,1
3690,2015,29,Travel_Frequently,Sales,3,2,Marketing,2,Single,68110,0,15,1,9,2,8,7,7,3,4,3,3,Resignation,Others,1
3691,2015,54,Travel_Rarely,Sales,1,3,Medical,2,Single,22970,6,18,2,29,2,20,12,7,4,4,2,2,Not Applicable,Not Applicable,0
3692,2015,58,Travel_Rarely,Sales,22,3,Life Sciences,2,Married,24500,3,12,1,32,2,9,1,5,4,1,3,3,Not Applicable,Not Applicable,0
3693,2015,55,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Divorced,50930,2,16,1,31,3,7,0,0,2,4,4,3,Not Applicable,Not Applicable,0
3694,2015,36,Travel_Rarely,Research & Development,1,3,Medical,2,Single,53090,3,13,0,15,5,5,0,1,1,2,3,3,Not Applicable,Not Applicable,0
3695,2015,31,Travel_Frequently,Sales,4,3,Life Sciences,2,Single,30570,1,19,0,1,3,1,0,0,2,3,3,3,Resignation,Stress,1
3696,2015,30,Travel_Rarely,Sales,3,3,Life Sciences,3,Divorced,51210,7,13,0,8,4,3,0,2,4,1,3,3,Not Applicable,Not Applicable,0
3697,2015,31,Travel_Rarely,Research & Development,1,3,Medical,1,Single,168560,3,12,1,9,3,3,1,0,1,2,4,3,Not Applicable,Not Applicable,0
3698,2015,34,Travel_Frequently,Sales,2,1,Marketing,5,Divorced,26860,5,11,0,10,3,4,1,3,4,1,3,4,Not Applicable,Not Applicable,0
3699,2015,31,Travel_Rarely,Sales,20,3,Technical Degree,1,Single,61800,1,14,1,1,2,1,0,0,1,2,4,1,Resignation,Others,1
3700,2015,27,Travel_Rarely,Human Resources,11,4,Medical,4,Married,66320,0,16,0,6,3,5,1,4,2,1,4,3,Not Applicable,Not Applicable,0
3701,2015,36,Travel_Rarely,Sales,1,3,Marketing,2,Single,35050,1,12,2,10,2,10,1,8,1,4,2,2,Not Applicable,Not Applicable,0
3702,2015,36,Travel_Rarely,Research & Development,24,3,Other,3,Married,63970,4,14,1,11,3,3,0,2,3,1,2,3,Not Applicable,Not Applicable,0
3703,2015,47,Travel_Rarely,Research & Development,23,4,Life Sciences,2,Married,62740,7,14,2,17,0,6,1,2,1,4,2,3,Not Applicable,Not Applicable,0
3704,2015,25,Travel_Rarely,Sales,16,4,Life Sciences,2,Married,198590,3,19,0,6,3,3,2,2,1,1,3,2,Resignation,Salary,1
3705,2015,37,Non-Travel,Sales,8,4,Medical,1,Single,75870,0,22,1,7,5,6,1,3,3,3,1,3,Not Applicable,Not Applicable,0
3706,2015,56,Travel_Rarely,Research & Development,10,4,Other,2,Married,42580,2,16,0,5,2,3,1,0,1,1,4,3,Not Applicable,Not Applicable,0
3707,2015,47,Travel_Rarely,Research & Development,3,2,Medical,2,Married,43640,3,11,1,26,3,20,5,6,1,3,4,3,Not Applicable,Not Applicable,0
3708,2015,24,Travel_Rarely,Research & Development,5,1,Other,1,Married,43350,1,15,1,5,5,5,0,3,4,3,3,3,Not Applicable,Not Applicable,0
3709,2015,32,Travel_Rarely,Sales,4,3,Marketing,1,Married,53260,4,14,1,7,2,4,0,3,4,4,2,3,Not Applicable,Not Applicable,0
3710,2015,34,Travel_Rarely,Research & Development,9,2,Medical,1,Married,32800,5,13,0,7,3,5,0,2,4,2,2,3,Not Applicable,Not Applicable,0
3711,2015,41,Travel_Rarely,Research & Development,26,3,Medical,3,Married,54850,2,17,2,7,2,4,0,3,2,3,2,3,Not Applicable,Not Applicable,0
3712,2015,40,Non-Travel,Sales,3,2,Life Sciences,1,Divorced,43420,3,11,1,11,6,8,0,7,3,3,4,2,Not Applicable,Not Applicable,0
3713,2015,31,Travel_Rarely,Research & Development,16,3,Medical,2,Divorced,27820,1,19,1,13,5,13,9,9,1,4,3,3,Not Applicable,Not Applicable,0
3714,2015,46,Travel_Rarely,Research & Development,18,1,Medical,1,Divorced,59800,4,11,1,28,2,7,4,3,1,4,4,3,Resignation,Salary,1
3715,2015,39,Non-Travel,Research & Development,2,4,Medical,2,Single,43810,2,15,2,11,1,1,0,0,1,1,4,2,Fired,Not Applicable,1
3716,2015,31,Travel_Frequently,Sales,2,3,Medical,2,Single,25720,1,13,3,10,3,10,4,7,3,2,3,3,Resignation,Stress,1
3717,2015,45,Travel_Rarely,Sales,10,2,Marketing,1,Divorced,38330,2,14,0,24,1,7,0,7,2,1,3,3,Not Applicable,Not Applicable,0
3718,2015,31,Travel_Rarely,Research & Development,16,4,Life Sciences,3,Single,42440,9,13,0,8,3,3,0,2,4,2,3,3,Not Applicable,Not Applicable,0
3719,2015,31,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Married,65000,6,23,1,7,5,2,2,2,2,4,1,3,Resignation,Others,1
3720,2015,45,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Married,184300,4,12,1,10,5,3,1,2,2,4,4,3,Not Applicable,Not Applicable,0
3721,2015,48,Travel_Rarely,Research & Development,24,3,Technical Degree,2,Divorced,16010,4,12,0,15,3,2,2,2,3,1,3,3,Not Applicable,Not Applicable,0
3722,2015,34,Travel_Rarely,Research & Development,7,4,Medical,2,Married,26940,1,16,1,2,3,2,2,2,1,3,3,3,Resignation,Others,1
3723,2015,40,Non-Travel,Research & Development,25,4,Other,1,Divorced,31490,2,15,1,16,1,9,4,8,4,2,3,2,Not Applicable,Not Applicable,0
3724,2015,28,Travel_Rarely,Research & Development,1,2,Technical Degree,1,Single,176390,0,13,1,6,0,5,1,3,4,1,3,3,Not Applicable,Not Applicable,0
3725,2015,44,Non-Travel,Research & Development,5,3,Life Sciences,1,Single,23190,3,18,0,7,4,5,0,3,3,3,3,2,Not Applicable,Not Applicable,0
3726,2015,53,Travel_Rarely,Research & Development,2,4,Technical Degree,2,Single,116910,4,20,0,35,2,9,8,8,4,2,2,3,Not Applicable,Not Applicable,0
3727,2015,49,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Married,53240,2,19,0,20,2,3,1,2,1,3,2,1,Not Applicable,Not Applicable,0
3728,2015,40,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Divorced,167520,2,18,1,8,3,3,1,2,3,3,4,3,Not Applicable,Not Applicable,0
3729,2015,44,Travel_Rarely,Research & Development,5,1,Other,3,Single,52280,1,13,0,6,2,5,1,3,4,2,2,4,Not Applicable,Not Applicable,0
3730,2015,33,Travel_Frequently,Human Resources,10,3,Medical,2,Married,27000,0,14,3,5,2,4,0,3,4,1,3,3,Not Applicable,Not Applicable,0
3731,2015,34,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Single,192460,3,15,1,15,5,13,3,12,4,1,3,3,Not Applicable,Not Applicable,0
3732,2015,30,Travel_Rarely,Sales,1,2,Technical Degree,1,Married,25060,8,22,0,4,3,2,2,2,4,3,2,3,Not Applicable,Not Applicable,0
3733,2015,42,Travel_Frequently,Research & Development,8,4,Medical,1,Single,60620,1,22,2,12,2,12,5,8,1,4,3,3,Not Applicable,Not Applicable,0
3734,2015,44,Travel_Frequently,Research & Development,5,3,Life Sciences,5,Married,43820,7,16,2,11,2,1,0,0,1,3,2,3,Not Applicable,Not Applicable,0
3735,2015,30,Non-Travel,Research & Development,8,3,Life Sciences,1,Divorced,21430,1,17,1,1,2,1,0,0,3,3,2,3,Not Applicable,Not Applicable,0
3736,2015,57,Travel_Rarely,Sales,2,1,Life Sciences,3,Married,61620,0,14,0,13,5,12,2,8,2,3,2,2,Not Applicable,Not Applicable,0
3737,2015,49,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Divorced,50940,3,15,0,29,5,8,0,7,3,2,3,3,Not Applicable,Not Applicable,0
3738,2015,34,Travel_Frequently,Research & Development,2,4,Medical,2,Divorced,68770,7,20,0,16,3,14,6,9,2,1,2,3,Not Applicable,Not Applicable,0
3739,2015,28,Travel_Frequently,Research & Development,2,3,Medical,1,Married,22740,3,20,1,5,5,3,1,2,1,3,4,3,Resignation,Salary,1
3740,2015,29,Travel_Frequently,Research & Development,28,3,Medical,5,Single,44340,5,17,3,7,1,5,0,0,1,2,1,3,Resignation,Others,1
3741,2015,34,Travel_Rarely,Research & Development,7,1,Medical,1,Single,62880,0,15,1,16,2,15,10,10,1,2,4,3,Resignation,Salary,1
3742,2015,35,Travel_Rarely,Sales,7,4,Other,4,Married,25530,1,14,1,1,4,1,0,0,4,3,3,2,Not Applicable,Not Applicable,0
3743,2015,24,Travel_Frequently,Sales,3,3,Life Sciences,2,Single,76540,2,17,1,4,3,0,0,0,2,1,2,2,Resignation,Others,1
3744,2015,24,Non-Travel,Research & Development,10,3,Life Sciences,2,Married,51600,1,17,1,1,3,1,0,0,4,2,3,1,Not Applicable,Not Applicable,0
3745,2015,44,Travel_Frequently,Research & Development,5,2,Medical,2,Single,171590,5,22,1,16,1,2,2,2,2,3,2,2,Not Applicable,Not Applicable,0
3746,2015,29,Travel_Rarely,Sales,10,2,Life Sciences,1,Divorced,128080,1,13,0,10,6,10,0,4,3,3,3,3,Not Applicable,Not Applicable,0
3747,2015,30,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Divorced,102210,0,19,1,6,2,5,1,3,3,3,4,3,Not Applicable,Not Applicable,0
3748,2015,55,Travel_Rarely,Sales,20,3,Marketing,2,Married,47790,0,14,1,4,6,3,1,2,4,3,3,3,Not Applicable,Not Applicable,0
3749,2015,33,Travel_Rarely,Research & Development,7,2,Life Sciences,2,Married,37370,8,22,2,8,2,5,0,2,1,2,3,3,Not Applicable,Not Applicable,0
3750,2015,47,Travel_Rarely,Research & Development,8,4,Medical,2,Married,23660,3,17,0,11,5,5,1,2,3,3,2,2,Not Applicable,Not Applicable,0
3751,2015,28,Travel_Frequently,Sales,1,3,Marketing,2,Single,17060,7,12,0,8,3,0,0,0,3,1,2,3,Resignation,Others,1
3752,2015,28,Travel_Rarely,Sales,8,4,Marketing,1,Divorced,163070,1,16,0,1,3,1,0,0,1,3,1,2,Not Applicable,Not Applicable,0
3753,2015,28,Travel_Frequently,Research & Development,9,3,Life Sciences,2,Single,59330,0,11,0,5,3,4,1,3,3,1,3,3,Not Applicable,Not Applicable,0
3754,2015,49,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Married,34240,4,11,0,10,3,3,1,2,3,1,3,3,Not Applicable,Not Applicable,0
3755,2015,29,Travel_Frequently,Research & Development,8,1,Medical,1,Married,40370,0,14,0,4,2,3,0,2,4,2,3,1,Not Applicable,Not Applicable,0
3756,2015,28,Travel_Rarely,Research & Development,5,1,Technical Degree,2,Married,25590,1,11,0,8,3,8,1,7,3,2,2,2,Not Applicable,Not Applicable,0
3757,2015,33,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Single,62010,2,15,3,14,2,0,0,0,4,3,3,2,Not Applicable,Not Applicable,0
3758,2015,32,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Single,44030,2,20,0,10,3,5,0,0,3,4,4,2,Not Applicable,Not Applicable,0
3759,2015,54,Travel_Frequently,Sales,10,3,Life Sciences,4,Divorced,37610,3,12,0,26,3,14,1,12,2,4,3,2,Not Applicable,Not Applicable,0
3760,2015,29,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Single,109340,6,17,2,11,2,9,0,7,1,1,1,3,Resignation,Salary,1
3761,2015,44,Travel_Rarely,Sales,26,1,Marketing,1,Married,107610,3,11,1,24,5,20,14,17,4,1,4,2,Not Applicable,Not Applicable,0
3762,2015,39,Travel_Rarely,Sales,6,1,Technical Degree,2,Single,51750,4,17,1,9,2,2,2,2,2,2,3,4,Not Applicable,Not Applicable,0
3763,2015,46,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Married,138260,8,11,0,23,1,13,5,1,3,2,4,2,Not Applicable,Not Applicable,0
3764,2015,35,Travel_Rarely,Research & Development,23,4,Life Sciences,2,Single,63340,1,14,0,11,2,11,3,3,4,2,1,4,Not Applicable,Not Applicable,0
3765,2015,23,Travel_Rarely,Research & Development,2,4,Medical,2,Single,49360,0,19,1,5,2,4,1,2,1,3,3,2,Not Applicable,Not Applicable,0
3766,2015,40,Travel_Rarely,Research & Development,2,3,Medical,2,Single,47750,3,15,1,15,3,5,1,0,4,1,1,4,Fired,Not Applicable,1
3767,2015,34,Travel_Rarely,Human Resources,2,3,Human Resources,2,Married,28180,1,13,1,10,2,10,8,6,4,3,3,3,Not Applicable,Not Applicable,0
3768,2015,31,Travel_Frequently,Research & Development,29,3,Life Sciences,2,Single,25150,1,14,0,7,3,7,7,7,4,3,1,2,Resignation,Others,1
3769,2015,50,Travel_Frequently,Research & Development,6,3,Medical,1,Single,23420,1,12,1,32,2,32,13,9,3,4,3,2,Not Applicable,Not Applicable,0
3770,2015,34,Travel_Rarely,Sales,25,5,Marketing,1,Married,41940,0,17,2,12,3,11,5,7,2,3,3,3,Not Applicable,Not Applicable,0
3771,2015,42,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Married,106850,4,11,3,4,2,1,0,0,3,2,3,3,Not Applicable,Not Applicable,0
3772,2015,37,Travel_Rarely,Research & Development,2,2,Medical,1,Married,20220,1,12,0,10,1,10,3,7,1,4,3,3,Not Applicable,Not Applicable,0
3773,2015,29,Travel_Rarely,Research & Development,1,3,Medical,1,Married,23140,3,13,0,9,5,7,0,7,3,1,3,4,Not Applicable,Not Applicable,0
3774,2015,33,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Single,42560,1,13,3,5,1,5,0,2,4,2,3,3,Not Applicable,Not Applicable,0
3775,2015,45,Travel_Rarely,Sales,3,3,Life Sciences,3,Married,35800,4,20,1,8,1,5,0,3,4,4,3,2,Not Applicable,Not Applicable,0
3776,2015,42,Travel_Frequently,Human Resources,1,4,Technical Degree,2,Married,31620,2,17,2,24,1,20,13,9,4,4,1,3,Not Applicable,Not Applicable,0
3777,2015,40,Travel_Rarely,Sales,10,1,Life Sciences,1,Married,65240,0,13,1,9,2,8,7,1,1,1,4,4,Not Applicable,Not Applicable,0
3778,2015,33,Travel_Rarely,Research & Development,9,3,Medical,2,Married,28990,1,17,0,15,3,15,5,7,2,3,3,2,Not Applicable,Not Applicable,0
3779,2015,40,Travel_Rarely,Sales,5,5,Life Sciences,1,Single,52310,1,12,2,21,4,21,7,7,3,3,3,3,Not Applicable,Not Applicable,0
3780,2015,24,Travel_Rarely,Sales,10,2,Marketing,1,Divorced,23560,0,13,0,2,5,1,0,0,3,1,3,3,Not Applicable,Not Applicable,0
3781,2015,40,Non-Travel,Research & Development,7,3,Medical,1,Divorced,28000,3,12,2,8,0,2,2,2,4,4,3,2,Not Applicable,Not Applicable,0
